Eaze Drop Blurring Skin Tint	Sephora	250	226	214	https://www.sephora.com/product/fenty-beauty-rihanna-eaze-drop-blurring-skin-tint-P470025?skuId=2431831	Fenty Beauty by Rihanna	8	35.0
Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25 with Hyaluronic Acid	Sephora	129	80	50	https://www.sephora.com/product/smashbox-halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-P460019?skuId=2376598	Smashbox	Fair	41.0
Triple Fix Serum Foundation	Sephora	66	37	23	https://www.sephora.com/product/lys-beauty-triple-fix-serum-foundation-P468380?skuId=2435626	LYS Beauty	TG5	24.0
Prisme Libre Skin-Caring Matte Foundation	Sephora	230	191	158	https://www.sephora.com/product/givenchy-prisme-libre-skin-caring-matte-foundation-P481706?skuId=2509800	Givenchy	3	52.0
Major Skin Crème Foundation and Finishing Powder Duo	Sephora	247	240	232	https://www.sephora.com/product/major-skin-creme-powder-foundation-duo-P502039?skuId=2607380	PATRICK TA	Medium 3	52.0
Best Skin Ever Liquid Foundation	Sephora	244	224	200	https://www.sephora.com/product/sephora-collection-best-skin-ever-liquid-foundation-P467140?skuId=2326932	SEPHORA COLLECTION	14 P	20.0
Teint Idole Ultra 24H Long Wear Matte Foundation	Sephora	255	244	240	https://www.sephora.com/product/teint-idole-ultra-24h-long-wear-foundation-P308201?skuId=1397884	Lancôme	350 Bisque C	57.0
#FauxFilter Skin Finish Buildable Coverage Foundation Stick	Sephora	255	224	204	https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324	HUDA BEAUTY	300N Latte	39.0
Sublime Perfection Foundation	Sephora	255	237	225	https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?skuId=2256980	PAT McGRATH LABS	Light Medium 12	68.0
Éternité De Beauté 24 Hour Full Coverage Luminous Matte Finish Foundation	Sephora	237	205	184	https://www.sephora.com/product/gucci-fluide-de-beaute-fini-naturel-natural-finish-fluid-foundation-P467622?skuId=2666741	Gucci	540N	69.0
Liquid Touch Weightless Foundation	Sephora	247	223	197	https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448	Rare Beauty by Selena Gomez	360W	30.0
Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50	Sephora	246	196	163	https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-P435806?skuId=2145373	Dior	030 Medium Beige	90.0
Positive Light Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen	Sephora	247	213	185	https://www.sephora.com/product/rare-beauty-by-selena-gomez-positive-light-tinted-moisturizer-broad-spectrum-spf-20-sunscreen-P482729?skuId=2557197	Rare Beauty by Selena Gomez	32N	30.0
Dior Forever Skin Glow Foundation SPF 15	Sephora	242	218	184	https://www.sephora.com/product/forever-glow-foundation-P439941	Dior	5W Warm	55.0
Prisme Libre Skin-Caring Glow Foundation	Sephora	249	212	186	https://www.sephora.com/product/givenchy-prisme-libre-skin-caring-glow-foundation-P469469?skuId=2430387	Givenchy	3	52.0
Super Smoother Blurring Skin Tint	Sephora	234	199	179	https://www.sephora.com/product/iconic-london-super-smoother-blurring-skin-tint-P502623?skuId=2609105	Iconic London	Warm Tan	32.0
Good Apple Full-Coverage Transfer-Proof Vegan Serum Foundation	Sephora	204	178	155	https://www.sephora.com/product/kvd-vegan-beauty-good-apple-full-coverage-transfer-proof-vegan-serum-foundation-P504366?skuId=2646123	KVD Beauty	Medium 030	42.0
Beyond Perfecting Foundation + Concealer	Sephora	246	233	217	https://www.sephora.com/product/beyond-perfecting-foundation-concealer-P393325?skuId=1674522	CLINIQUE	CN 10 Alabaster	37.0
Born This Way Matte Longwear Liquid Foundation	Sephora	250	231	216	https://www.sephora.com/product/too-faced-born-this-way-matte-24-hour-foundation-P458586?skuId=2360113	Too Faced	Almond	45.0
